id,gender,bowType,age,round,score,
3,Men,Compound,U21,Windsor,839,
4,Men,Compound,U21,Windsor,884,
1,Men,Compound,U21,Windsor 50,797,
2,Men,Compound,U21,Windsor 50,850,
3,Men,Compound,U21,Windsor 50,893,
1,Men,Compound,U21,Windsor 40,874,
2,Men,Compound,U21,Windsor 40,910,
1,Men,Compound,U21,Windsor 30,932,
1,Men,Compound,U21,New Western,345,
2,Men,Compound,U21,New Western,433,
3,Men,Compound,U21,New Western,521,
4,Men,Compound,U21,New Western,600,
5,Men,Compound,U21,New Western,667,
6,Men,Compound,U21,New Western,722,
1,Men,Compound,U21,Long Western,482,
2,Men,Compound,U21,Long Western,565,
3,Men,Compound,U21,Long Western,637,
4,Men,Compound,U21,Long Western,698,
5,Men,Compound,U21,Long Western,747,
1,Men,Compound,U21,Western,597,
2,Men,Compound,U21,Western,665,
3,Men,Compound,U21,Western,720,
4,Men,Compound,U21,Western,766,
1,Men,Compound,U21,Western 50,673,
2,Men,Compound,U21,Western 50,727,
3,Men,Compound,U21,Western 50,771,
1,Men,Compound,U21,Western 40,745,
2,Men,Compound,U21,Western 40,785,
1,Men,Compound,U21,Western 30,811,
1,Men,Compound,U21,American,595,
2,Men,Compound,U21,American,652,
3,Men,Compound,U21,American,699,
4,Men,Compound,U21,American,737,
1,Men,Compound,U21,St. Nicholas,647,
2,Men,Compound,U21,St. Nicholas,684,
1,Men,Compound,U21,New National,243,
2,Men,Compound,U21,New National,309,
3,Men,Compound,U21,New National,376,
4,Men,Compound,U21,New National,437,
5,Men,Compound,U21,New National,490,
6,Men,Compound,U21,New National,533,
1,Men,Compound,U21,Long National,343,
2,Men,Compound,U21,Long National,407,
3,Men,Compound,U21,Long National,464,
4,Men,Compound,U21,Long National,512,
5,Men,Compound,U21,Long National,551,
1,Men,Compound,U21,National,438,
2,Men,Compound,U21,National,491,
3,Men,Compound,U21,National,534,
4,Men,Compound,U21,National,569,
1,Men,Compound,U21,National 50,495,
2,Men,Compound,U21,National 50,538,
3,Men,Compound,U21,National 50,572,
1,Men,Compound,U21,National 40,550,
2,Men,Compound,U21,National 40,582,
1,Men,Compound,U21,National 30,600,
1,Men,Compound,U21,New Warwick,173,
2,Men,Compound,U21,New Warwick,217,
3,Men,Compound,U21,New Warwick,261,
4,Men,Compound,U21,New Warwick,300,
5,Men,Compound,U21,New Warwick,334,
6,Men,Compound,U21,New Warwick,361,
1,Men,Compound,U21,Long Warwick,241,
2,Men,Compound,U21,Long Warwick,283,
3,Men,Compound,U21,Long Warwick,319,
4,Men,Compound,U21,Long Warwick,349,
5,Men,Compound,U21,Long Warwick,374,
1,Men,Compound,U21,Warwick,299,
2,Men,Compound,U21,Warwick,333,
3,Men,Compound,U21,Warwick,360,
4,Men,Compound,U21,Warwick,383,
1,Men,Compound,U21,Warwick 50,337,
2,Men,Compound,U21,Warwick 50,364,
3,Men,Compound,U21,Warwick 50,386,
1,Men,Compound,U21,Warwick 40,373,
2,Men,Compound,U21,Warwick 40,393,
1,Men,Compound,U21,Warwick 30,406,
1,Men,Compound,U21,WA 1440 (90m),739,
2,Men,Compound,U21,WA 1440 (90m),866,
3,Men,Compound,U21,WA 1440 (90m),982,
4,Men,Compound,U21,WA 1440 (90m),1081,
5,Men,Compound,U21,WA 1440 (90m),1162,
6,Men,Compound,U21,WA 1440 (90m),1229,
7,Men,Compound,U21,WA 1440 (90m),1283,
8,Men,Compound,U21,WA 1440 (90m),1327,
9,Men,Compound,U21,WA 1440 (90m),1362,
1,Men,Compound,U21,WA 1440 (70m) / Metric I,828,
2,Men,Compound,U21,WA 1440 (70m) / Metric I,951,
3,Men,Compound,U21,WA 1440 (70m) / Metric I,1056,
4,Men,Compound,U21,WA 1440 (70m) / Metric I,1142,
5,Men,Compound,U21,WA 1440 (70m) / Metric I,1213,
1,Men,Compound,U21,WA 1440 (60m) / Metric II,937,
2,Men,Compound,U21,WA 1440 (60m) / Metric II,1044,
3,Men,Compound,U21,WA 1440 (60m) / Metric II,1133,
4,Men,Compound,U21,WA 1440 (60m) / Metric II,1205,
1,Men,Compound,U21,Metric III,1086,
2,Men,Compound,U21,Metric III,1167,
3,Men,Compound,U21,Metric III,1233,
1,Men,Compound,U21,Metric IV,1227,
2,Men,Compound,U21,Metric IV,1281,
1,Men,Compound,U21,Metric V,1303,
1,Men,Compound,U21,Long Metric (Men),299,
2,Men,Compound,U21,Long Metric (Men),370,
3,Men,Compound,U21,Long Metric (Men),436,
4,Men,Compound,U21,Long Metric (Men),495,
5,Men,Compound,U21,Long Metric (Men),544,
6,Men,Compound,U21,Long Metric (Men),584,
1,Men,Compound,U21,Long Metric (Women) / Long Metric I,388,
2,Men,Compound,U21,Long Metric (Women) / Long Metric I,454,
3,Men,Compound,U21,Long Metric (Women) / Long Metric I,510,
4,Men,Compound,U21,Long Metric (Women) / Long Metric I,557,
5,Men,Compound,U21,Long Metric (Women) / Long Metric I,595,
1,Men,Compound,U21,Long Metric II,453,
2,Men,Compound,U21,Long Metric II,509,
3,Men,Compound,U21,Long Metric II,556,
4,Men,Compound,U21,Long Metric II,594,
1,Men,Compound,U21,Long Metric III,517,
2,Men,Compound,U21,Long Metric III,562,
3,Men,Compound,U21,Long Metric III,599,
1,Men,Compound,U21,Long Metric IV,577,
2,Men,Compound,U21,Long Metric IV,611,
1,Men,Compound,U21,Long Metric V,634,
1,Men,Compound,U21,Short Metric / Short Metric I,440,
2,Men,Compound,U21,Short Metric / Short Metric I,497,
3,Men,Compound,U21,Short Metric / Short Metric I,546,
1,Men,Compound,U21,Short Metric II,484,
2,Men,Compound,U21,Short Metric II,535,
1,Men,Compound,U21,Short Metric III,570,
1,Men,Compound,U21,WA 900,606,
2,Men,Compound,U21,WA 900,669,
3,Men,Compound,U21,WA 900,721,
4,Men,Compound,U21,WA 900,764,
1,Men,Compound,U21,WA 70m,355,
2,Men,Compound,U21,WA 70m,425,
3,Men,Compound,U21,WA 70m,487,
4,Men,Compound,U21,WA 70m,537,
5,Men,Compound,U21,WA 70m,579,
1,Men,Compound,U21,WA 60m,420,
2,Men,Compound,U21,WA 60m,482,
3,Men,Compound,U21,WA 60m,534,
4,Men,Compound,U21,WA 60m,576,
1,Men,Compound,U21,WA 50m (Barebow) / Metric 122-50,486,
2,Men,Compound,U21,WA 50m (Barebow) / Metric 122-50,537,
3,Men,Compound,U21,WA 50m (Barebow) / Metric 122-50,578,
1,Men,Compound,U21,Metric 122-40,548,
2,Men,Compound,U21,Metric 122-40,588,
1,Men,Compound,U21,Metric 122-30,607,
1,Men,Compound,U21,WA 50m (Compound),353,
2,Men,Compound,U21,WA 50m (Compound),423,
3,Men,Compound,U21,WA 50m (Compound),485,
4,Men,Compound,U21,WA 50m (Compound),536,
5,Men,Compound,U21,WA 50m (Compound),578,
6,Men,Compound,U21,WA 50m (Compound),612,
7,Men,Compound,U21,WA 50m (Compound),640,
8,Men,Compound,U21,WA 50m (Compound),662,
9,Men,Compound,U21,WA 50m (Compound),681,
1,Men,Compound,U21,Metric 80-40,440,
2,Men,Compound,U21,Metric 80-40,499,
1,Men,Compound,U21,Metric 80-30,528,
1,Men,Compound,U18,York,432,
2,Men,Compound,U18,York,555,
3,Men,Compound,U18,York,684,
4,Men,Compound,U18,York,809,
5,Men,Compound,U18,York,923,
6,Men,Compound,U18,York,1019,
7,Men,Compound,U18,York,1098,
8,Men,Compound,U18,York,1162,
9,Men,Compound,U18,York,1212,
1,Men,Compound,U18,Hereford / Bristol I,614,
2,Men,Compound,U18,Hereford / Bristol I,742,
3,Men,Compound,U18,Hereford / Bristol I,863,
4,Men,Compound,U18,Hereford / Bristol I,969,
5,Men,Compound,U18,Hereford / Bristol I,1057,
6,Men,Compound,U18,Hereford / Bristol I,1129,
7,Men,Compound,U18,Hereford / Bristol I,1187,
8,Men,Compound,U18,Hereford / Bristol I,1232,
9,Men,Compound,U18,Hereford / Bristol I,1263,
1,Men,Compound,U18,Bristol II,797,
2,Men,Compound,U18,Bristol II,914,
3,Men,Compound,U18,Bristol II,1012,
4,Men,Compound,U18,Bristol II,1093,
5,Men,Compound,U18,Bristol II,1158,
1,Men,Compound,U18,Bristol III,931,
2,Men,Compound,U18,Bristol III,1026,
3,Men,Compound,U18,Bristol III,1104,
4,Men,Compound,U18,Bristol III,1167,
1,Men,Compound,U18,Bristol IV,1061,
2,Men,Compound,U18,Bristol IV,1132,
3,Men,Compound,U18,Bristol IV,1188,
1,Men,Compound,U18,Bristol V,1177,
2,Men,Compound,U18,Bristol V,1221,
1,Men,Compound,U18,St. George,374,
2,Men,Compound,U18,St. George,468,
3,Men,Compound,U18,St. George,562,
4,Men,Compound,U18,St. George,651,
5,Men,Compound,U18,St. George,729,
6,Men,Compound,U18,St. George,795,
1,Men,Compound,U18,Albion / Long Windsor,506,
2,Men,Compound,U18,Albion / Long Windsor,600,
3,Men,Compound,U18,Albion / Long Windsor,685,
4,Men,Compound,U18,Albion / Long Windsor,758,
5,Men,Compound,U18,Albion / Long Windsor,818,
6,Men,Compound,U18,Albion / Long Windsor,868,
1,Men,Compound,U18,Windsor,632,
2,Men,Compound,U18,Windsor,714,
3,Men,Compound,U18,Windsor,782,
4,Men,Compound,U18,Windsor,839,
5,Men,Compound,U18,Windsor,884,
1,Men,Compound,U18,Windsor 50,731,
2,Men,Compound,U18,Windsor 50,797,
3,Men,Compound,U18,Windsor 50,850,
4,Men,Compound,U18,Windsor 50,893,
1,Men,Compound,U18,Windsor 40,827,
2,Men,Compound,U18,Windsor 40,874,
3,Men,Compound,U18,Windsor 40,910,
1,Men,Compound,U18,Windsor 30,907,
2,Men,Compound,U18,Windsor 30,932,
1,Men,Compound,U18,New Western,262,
2,Men,Compound,U18,New Western,345,
3,Men,Compound,U18,New Western,433,
4,Men,Compound,U18,New Western,521,
5,Men,Compound,U18,New Western,600,
6,Men,Compound,U18,New Western,667,
1,Men,Compound,U18,Long Western,394,
2,Men,Compound,U18,Long Western,482,
3,Men,Compound,U18,Long Western,565,
4,Men,Compound,U18,Long Western,637,
5,Men,Compound,U18,Long Western,698,
6,Men,Compound,U18,Long Western,747,
1,Men,Compound,U18,Western,517,
2,Men,Compound,U18,Western,597,
3,Men,Compound,U18,Western,665,
4,Men,Compound,U18,Western,720,
5,Men,Compound,U18,Western,766,
1,Men,Compound,U18,Western 50,607,
2,Men,Compound,U18,Western 50,673,
3,Men,Compound,U18,Western 50,727,
4,Men,Compound,U18,Western 50,771,
1,Men,Compound,U18,Western 40,695,
2,Men,Compound,U18,Western 40,745,
3,Men,Compound,U18,Western 40,785,
1,Men,Compound,U18,Western 30,777,
2,Men,Compound,U18,Western 30,811,
1,Men,Compound,U18,American,527,
2,Men,Compound,U18,American,595,
3,Men,Compound,U18,American,652,
4,Men,Compound,U18,American,699,
5,Men,Compound,U18,American,737,
1,Men,Compound,U18,St. Nicholas,602,
2,Men,Compound,U18,St. Nicholas,647,
3,Men,Compound,U18,St. Nicholas,684,
1,Men,Compound,U18,New National,183,
2,Men,Compound,U18,New National,243,
3,Men,Compound,U18,New National,309,
4,Men,Compound,U18,New National,376,
5,Men,Compound,U18,New National,437,
6,Men,Compound,U18,New National,490,
1,Men,Compound,U18,Long National,276,
2,Men,Compound,U18,Long National,343,
3,Men,Compound,U18,Long National,407,
4,Men,Compound,U18,Long National,464,
5,Men,Compound,U18,Long National,512,
6,Men,Compound,U18,Long National,551,
1,Men,Compound,U18,National,376,
2,Men,Compound,U18,National,438,
3,Men,Compound,U18,National,491,
4,Men,Compound,U18,National,534,
5,Men,Compound,U18,National,569,
1,Men,Compound,U18,National 50,444,
2,Men,Compound,U18,National 50,495,
3,Men,Compound,U18,National 50,538,
4,Men,Compound,U18,National 50,572,
1,Men,Compound,U18,National 40,510,
2,Men,Compound,U18,National 40,550,
3,Men,Compound,U18,National 40,582,
1,Men,Compound,U18,National 30,573,
2,Men,Compound,U18,National 30,600,
1,Men,Compound,U18,New Warwick,131,
2,Men,Compound,U18,New Warwick,173,
3,Men,Compound,U18,New Warwick,217,
4,Men,Compound,U18,New Warwick,261,
5,Men,Compound,U18,New Warwick,300,
6,Men,Compound,U18,New Warwick,334,
1,Men,Compound,U18,Long Warwick,197,
2,Men,Compound,U18,Long Warwick,241,
3,Men,Compound,U18,Long Warwick,283,
4,Men,Compound,U18,Long Warwick,319,
5,Men,Compound,U18,Long Warwick,349,
6,Men,Compound,U18,Long Warwick,374,
1,Men,Compound,U18,Warwick,259,
2,Men,Compound,U18,Warwick,299,
3,Men,Compound,U18,Warwick,333,
4,Men,Compound,U18,Warwick,360,
5,Men,Compound,U18,Warwick,383,
1,Men,Compound,U18,Warwick 50,304,
2,Men,Compound,U18,Warwick 50,337,
3,Men,Compound,U18,Warwick 50,364,
4,Men,Compound,U18,Warwick 50,386,
1,Men,Compound,U18,Warwick 40,348,
2,Men,Compound,U18,Warwick 40,373,
3,Men,Compound,U18,Warwick 40,393,
1,Men,Compound,U18,Warwick 30,389,
2,Men,Compound,U18,Warwick 30,406,
1,Men,Compound,U18,WA 1440 (90m),609,
2,Men,Compound,U18,WA 1440 (90m),739,
3,Men,Compound,U18,WA 1440 (90m),866,
4,Men,Compound,U18,WA 1440 (90m),982,
5,Men,Compound,U18,WA 1440 (90m),1081,
6,Men,Compound,U18,WA 1440 (90m),1162,
7,Men,Compound,U18,WA 1440 (90m),1229,
8,Men,Compound,U18,WA 1440 (90m),1283,
9,Men,Compound,U18,WA 1440 (90m),1327,
1,Men,Compound,U18,WA 1440 (70m) / Metric I,693,
2,Men,Compound,U18,WA 1440 (70m) / Metric I,828,
3,Men,Compound,U18,WA 1440 (70m) / Metric I,951,
4,Men,Compound,U18,WA 1440 (70m) / Metric I,1056,
5,Men,Compound,U18,WA 1440 (70m) / Metric I,1142,
6,Men,Compound,U18,WA 1440 (70m) / Metric I,1213,
7,Men,Compound,U18,WA 1440 (70m) / Metric I,1270,
8,Men,Compound,U18,WA 1440 (70m) / Metric I,1316,
9,Men,Compound,U18,WA 1440 (70m) / Metric I,1354,
1,Men,Compound,U18,WA 1440 (60m) / Metric II,810,
2,Men,Compound,U18,WA 1440 (60m) / Metric II,937,
3,Men,Compound,U18,WA 1440 (60m) / Metric II,1044,
4,Men,Compound,U18,WA 1440 (60m) / Metric II,1133,
5,Men,Compound,U18,WA 1440 (60m) / Metric II,1205,
1,Men,Compound,U18,Metric III,988,
2,Men,Compound,U18,Metric III,1086,
3,Men,Compound,U18,Metric III,1167,
4,Men,Compound,U18,Metric III,1233,
1,Men,Compound,U18,Metric IV,1160,
2,Men,Compound,U18,Metric IV,1227,
3,Men,Compound,U18,Metric IV,1281,
1,Men,Compound,U18,Metric V,1254,
2,Men,Compound,U18,Metric V,1303,
1,Men,Compound,U18,Long Metric (Men),232,
2,Men,Compound,U18,Long Metric (Men),299,
3,Men,Compound,U18,Long Metric (Men),370,
4,Men,Compound,U18,Long Metric (Men),436,
5,Men,Compound,U18,Long Metric (Men),495,
6,Men,Compound,U18,Long Metric (Men),544,
1,Men,Compound,U18,Long Metric (Women) / Long Metric I,316,
2,Men,Compound,U18,Long Metric (Women) / Long Metric I,388,
3,Men,Compound,U18,Long Metric (Women) / Long Metric I,454,
4,Men,Compound,U18,Long Metric (Women) / Long Metric I,510,
5,Men,Compound,U18,Long Metric (Women) / Long Metric I,557,
6,Men,Compound,U18,Long Metric (Women) / Long Metric I,595,
1,Men,Compound,U18,Long Metric II,387,
2,Men,Compound,U18,Long Metric II,453,
3,Men,Compound,U18,Long Metric II,509,
4,Men,Compound,U18,Long Metric II,556,
5,Men,Compound,U18,Long Metric II,594,
1,Men,Compound,U18,Long Metric III,462,
2,Men,Compound,U18,Long Metric III,517,
3,Men,Compound,U18,Long Metric III,562,
4,Men,Compound,U18,Long Metric III,599,
1,Men,Compound,U18,Long Metric IV,536,
2,Men,Compound,U18,Long Metric IV,577,
3,Men,Compound,U18,Long Metric IV,611,
1,Men,Compound,U18,Long Metric V,605,
2,Men,Compound,U18,Long Metric V,634,
1,Men,Compound,U18,Short Metric / Short Metric I,377,
2,Men,Compound,U18,Short Metric / Short Metric I,440,
3,Men,Compound,U18,Short Metric / Short Metric I,497,
4,Men,Compound,U18,Short Metric / Short Metric I,546,
1,Men,Compound,U18,Short Metric II,423,
2,Men,Compound,U18,Short Metric II,484,
3,Men,Compound,U18,Short Metric II,535,
1,Men,Compound,U18,Short Metric III,526,
2,Men,Compound,U18,Short Metric III,570,
1,Men,Compound,U18,Short Metric IV,625,
1,Men,Compound,U18,WA 900,531,
2,Men,Compound,U18,WA 900,606,
3,Men,Compound,U18,WA 900,669,
4,Men,Compound,U18,WA 900,721,
5,Men,Compound,U18,WA 900,764,
1,Men,Compound,U18,WA 70m,283,
2,Men,Compound,U18,WA 70m,355,
3,Men,Compound,U18,WA 70m,425,
4,Men,Compound,U18,WA 70m,487,
5,Men,Compound,U18,WA 70m,537,
6,Men,Compound,U18,WA 70m,579,
1,Men,Compound,U18,WA 60m,350,
2,Men,Compound,U18,WA 60m,420,
3,Men,Compound,U18,WA 60m,482,
4,Men,Compound,U18,WA 60m,534,
5,Men,Compound,U18,WA 60m,576,
1,Men,Compound,U18,WA 50m (Barebow) / Metric 122-50,424,
2,Men,Compound,U18,WA 50m (Barebow) / Metric 122-50,486,
3,Men,Compound,U18,WA 50m (Barebow) / Metric 122-50,537,
4,Men,Compound,U18,WA 50m (Barebow) / Metric 122-50,578,
1,Men,Compound,U18,Metric 122-40,500,
2,Men,Compound,U18,Metric 122-40,548,
3,Men,Compound,U18,Metric 122-40,588,
1,Men,Compound,U18,Metric 122-30,572,
2,Men,Compound,U18,Metric 122-30,607,
1,Men,Compound,U18,WA 50m (Compound),280,
2,Men,Compound,U18,WA 50m (Compound),353,
3,Men,Compound,U18,WA 50m (Compound),423,
4,Men,Compound,U18,WA 50m (Compound),485,
5,Men,Compound,U18,WA 50m (Compound),536,
6,Men,Compound,U18,WA 50m (Compound),578,
7,Men,Compound,U18,WA 50m (Compound),612,
8,Men,Compound,U18,WA 50m (Compound),640,
9,Men,Compound,U18,WA 50m (Compound),662,
1,Men,Compound,U18,Metric 80-40,371,
2,Men,Compound,U18,Metric 80-40,440,
3,Men,Compound,U18,Metric 80-40,499,
1,Men,Compound,U18,Metric 80-30,475,
2,Men,Compound,U18,Metric 80-30,528,
1,Men,Compound,U16,York,325,
2,Men,Compound,U16,York,432,
3,Men,Compound,U16,York,555,
4,Men,Compound,U16,York,684,
5,Men,Compound,U16,York,809,
6,Men,Compound,U16,York,923,
7,Men,Compound,U16,York,1019,
8,Men,Compound,U16,York,1098,
9,Men,Compound,U16,York,1162,
1,Men,Compound,U16,Hereford / Bristol I,487,
2,Men,Compound,U16,Hereford / Bristol I,614,
3,Men,Compound,U16,Hereford / Bristol I,742,
4,Men,Compound,U16,Hereford / Bristol I,863,
5,Men,Compound,U16,Hereford / Bristol I,969,
6,Men,Compound,U16,Hereford / Bristol I,1057,
7,Men,Compound,U16,Hereford / Bristol I,1129,
8,Men,Compound,U16,Hereford / Bristol I,1187,
9,Men,Compound,U16,Hereford / Bristol I,1232,
1,Men,Compound,U16,Bristol II,668,
2,Men,Compound,U16,Bristol II,797,
3,Men,Compound,U16,Bristol II,914,
4,Men,Compound,U16,Bristol II,1012,
5,Men,Compound,U16,Bristol II,1093,
6,Men,Compound,U16,Bristol II,1158,
7,Men,Compound,U16,Bristol II,1210,
8,Men,Compound,U16,Bristol II,1250,
9,Men,Compound,U16,Bristol II,1276,
1,Men,Compound,U16,Bristol III,818,
2,Men,Compound,U16,Bristol III,931,
3,Men,Compound,U16,Bristol III,1026,
4,Men,Compound,U16,Bristol III,1104,
5,Men,Compound,U16,Bristol III,1167,
1,Men,Compound,U16,Bristol IV,974,
2,Men,Compound,U16,Bristol IV,1061,
3,Men,Compound,U16,Bristol IV,1132,
4,Men,Compound,U16,Bristol IV,1188,
1,Men,Compound,U16,Bristol V,1121,
2,Men,Compound,U16,Bristol V,1177,
3,Men,Compound,U16,Bristol V,1221,
1,Men,Compound,U16,St. George,287,
2,Men,Compound,U16,St. George,374,
3,Men,Compound,U16,St. George,468,
4,Men,Compound,U16,St. George,562,
5,Men,Compound,U16,St. George,651,
6,Men,Compound,U16,St. George,729,
1,Men,Compound,U16,Albion / Long Windsor,410,
2,Men,Compound,U16,Albion / Long Windsor,506,
3,Men,Compound,U16,Albion / Long Windsor,600,
4,Men,Compound,U16,Albion / Long Windsor,685,
5,Men,Compound,U16,Albion / Long Windsor,758,
6,Men,Compound,U16,Albion / Long Windsor,818,
1,Men,Compound,U16,Windsor,539,
2,Men,Compound,U16,Windsor,632,
3,Men,Compound,U16,Windsor,714,
4,Men,Compound,U16,Windsor,782,
5,Men,Compound,U16,Windsor,839,
6,Men,Compound,U16,Windsor,884,
1,Men,Compound,U16,Windsor 50,653,
2,Men,Compound,U16,Windsor 50,731,
3,Men,Compound,U16,Windsor 50,797,
4,Men,Compound,U16,Windsor 50,850,
5,Men,Compound,U16,Windsor 50,893,
1,Men,Compound,U16,Windsor 40,769,
2,Men,Compound,U16,Windsor 40,827,
3,Men,Compound,U16,Windsor 40,874,
4,Men,Compound,U16,Windsor 40,910,
1,Men,Compound,U16,Windsor 30,874,
2,Men,Compound,U16,Windsor 30,907,
3,Men,Compound,U16,Windsor 30,932,
1,Men,Compound,U16,New Western,193,
2,Men,Compound,U16,New Western,262,
3,Men,Compound,U16,New Western,345,
4,Men,Compound,U16,New Western,433,
5,Men,Compound,U16,New Western,521,
6,Men,Compound,U16,New Western,600,
1,Men,Compound,U16,Long Western,309,
2,Men,Compound,U16,Long Western,394,
3,Men,Compound,U16,Long Western,482,
4,Men,Compound,U16,Long Western,565,
5,Men,Compound,U16,Long Western,637,
6,Men,Compound,U16,Long Western,698,
1,Men,Compound,U16,Western,428,
2,Men,Compound,U16,Western,517,
3,Men,Compound,U16,Western,597,
4,Men,Compound,U16,Western,665,
5,Men,Compound,U16,Western,720,
6,Men,Compound,U16,Western,766,
1,Men,Compound,U16,Western 50,528,
2,Men,Compound,U16,Western 50,607,
3,Men,Compound,U16,Western 50,673,
4,Men,Compound,U16,Western 50,727,
5,Men,Compound,U16,Western 50,771,
1,Men,Compound,U16,Western 40,633,
2,Men,Compound,U16,Western 40,695,
3,Men,Compound,U16,Western 40,745,
4,Men,Compound,U16,Western 40,785,
1,Men,Compound,U16,Western 30,735,
2,Men,Compound,U16,Western 30,777,
3,Men,Compound,U16,Western 30,811,
1,Men,Compound,U16,American,449,
2,Men,Compound,U16,American,527,
3,Men,Compound,U16,American,595,
4,Men,Compound,U16,American,652,
5,Men,Compound,U16,American,699,
6,Men,Compound,U16,American,737,
1,Men,Compound,U16,St. Nicholas,548,
2,Men,Compound,U16,St. Nicholas,602,
3,Men,Compound,U16,St. Nicholas,647,
4,Men,Compound,U16,St. Nicholas,684,
1,Men,Compound,U16,New National,134,
2,Men,Compound,U16,New National,183,
3,Men,Compound,U16,New National,243,
4,Men,Compound,U16,New National,309,
5,Men,Compound,U16,New National,376,
6,Men,Compound,U16,New National,437,
1,Men,Compound,U16,Long National,214,
2,Men,Compound,U16,Long National,276,
3,Men,Compound,U16,Long National,343,
4,Men,Compound,U16,Long National,407,
5,Men,Compound,U16,Long National,464,
6,Men,Compound,U16,Long National,512,
1,Men,Compound,U16,National,309,
2,Men,Compound,U16,National,376,
3,Men,Compound,U16,National,438,
4,Men,Compound,U16,National,491,
5,Men,Compound,U16,National,534,
6,Men,Compound,U16,National,569,
1,Men,Compound,U16,National 50,383,
2,Men,Compound,U16,National 50,444,
3,Men,Compound,U16,National 50,495,
4,Men,Compound,U16,National 50,538,
5,Men,Compound,U16,National 50,572,
1,Men,Compound,U16,National 40,462,
2,Men,Compound,U16,National 40,510,
3,Men,Compound,U16,National 40,550,
4,Men,Compound,U16,National 40,582,
1,Men,Compound,U16,National 30,539,
2,Men,Compound,U16,National 30,573,
3,Men,Compound,U16,National 30,600,
1,Men,Compound,U16,New Warwick,97,
2,Men,Compound,U16,New Warwick,131,
3,Men,Compound,U16,New Warwick,173,
4,Men,Compound,U16,New Warwick,217,
5,Men,Compound,U16,New Warwick,261,
6,Men,Compound,U16,New Warwick,300,
1,Men,Compound,U16,Long Warwick,155,
2,Men,Compound,U16,Long Warwick,197,
3,Men,Compound,U16,Long Warwick,241,
4,Men,Compound,U16,Long Warwick,283,
5,Men,Compound,U16,Long Warwick,319,
6,Men,Compound,U16,Long Warwick,349,
1,Men,Compound,U16,Warwick,214,
2,Men,Compound,U16,Warwick,259,
3,Men,Compound,U16,Warwick,299,
4,Men,Compound,U16,Warwick,333,
5,Men,Compound,U16,Warwick,360,
6,Men,Compound,U16,Warwick,383,
1,Men,Compound,U16,Warwick 50,264,
2,Men,Compound,U16,Warwick 50,304,
3,Men,Compound,U16,Warwick 50,337,
4,Men,Compound,U16,Warwick 50,364,
5,Men,Compound,U16,Warwick 50,386,
1,Men,Compound,U16,Warwick 40,317,
2,Men,Compound,U16,Warwick 40,348,
3,Men,Compound,U16,Warwick 40,373,
4,Men,Compound,U16,Warwick 40,393,
1,Men,Compound,U16,Warwick 30,368,
2,Men,Compound,U16,Warwick 30,389,
3,Men,Compound,U16,Warwick 30,406,
1,Men,Compound,U16,WA 1440 (90m),484,
2,Men,Compound,U16,WA 1440 (90m),609,
3,Men,Compound,U16,WA 1440 (90m),739,
4,Men,Compound,U16,WA 1440 (90m),866,
5,Men,Compound,U16,WA 1440 (90m),982,
6,Men,Compound,U16,WA 1440 (90m),1081,
7,Men,Compound,U16,WA 1440 (90m),1162,
8,Men,Compound,U16,WA 1440 (90m),1229,
9,Men,Compound,U16,WA 1440 (90m),1283,
1,Men,Compound,U16,WA 1440 (70m) / Metric I,558,
2,Men,Compound,U16,WA 1440 (70m) / Metric I,693,
3,Men,Compound,U16,WA 1440 (70m) / Metric I,828,
4,Men,Compound,U16,WA 1440 (70m) / Metric I,951,
5,Men,Compound,U16,WA 1440 (70m) / Metric I,1056,
6,Men,Compound,U16,WA 1440 (70m) / Metric I,1142,
7,Men,Compound,U16,WA 1440 (70m) / Metric I,1213,
8,Men,Compound,U16,WA 1440 (70m) / Metric I,1270,
9,Men,Compound,U16,WA 1440 (70m) / Metric I,1316,
1,Men,Compound,U16,WA 1440 (60m) / Metric II,670,
2,Men,Compound,U16,WA 1440 (60m) / Metric II,810,
3,Men,Compound,U16,WA 1440 (60m) / Metric II,937,
4,Men,Compound,U16,WA 1440 (60m) / Metric II,1044,
5,Men,Compound,U16,WA 1440 (60m) / Metric II,1133,
6,Men,Compound,U16,WA 1440 (60m) / Metric II,1205,
7,Men,Compound,U16,WA 1440 (60m) / Metric II,1264,
8,Men,Compound,U16,WA 1440 (60m) / Metric II,1311,
9,Men,Compound,U16,WA 1440 (60m) / Metric II,1350,
1,Men,Compound,U16,Metric III,870,
2,Men,Compound,U16,Metric III,988,
3,Men,Compound,U16,Metric III,1086,
4,Men,Compound,U16,Metric III,1167,
5,Men,Compound,U16,Metric III,1233,
1,Men,Compound,U16,Metric IV,1078,
2,Men,Compound,U16,Metric IV,1160,
3,Men,Compound,U16,Metric IV,1227,
4,Men,Compound,U16,Metric IV,1281,
1,Men,Compound,U16,Metric V,1193,
2,Men,Compound,U16,Metric V,1254,
3,Men,Compound,U16,Metric V,1303,
1,Men,Compound,U16,Long Metric (Men),172,
2,Men,Compound,U16,Long Metric (Men),232,
3,Men,Compound,U16,Long Metric (Men),299,
4,Men,Compound,U16,Long Metric (Men),370,
5,Men,Compound,U16,Long Metric (Men),436,
6,Men,Compound,U16,Long Metric (Men),495,
1,Men,Compound,U16,Long Metric (Women) / Long Metric I,246,
2,Men,Compound,U16,Long Metric (Women) / Long Metric I,316,
