id,gender,bowType,age,round,score,
1,Men,Recurve,50+,York,194,
2,Men,Recurve,50+,York,285,
3,Men,Recurve,50+,York,404,
4,Men,Recurve,50+,York,544,
5,Men,Recurve,50+,York,694,
6,Men,Recurve,50+,York,839,
7,Men,Recurve,50+,York,965,
8,Men,Recurve,50+,York,1067,
9,Men,Recurve,50+,York,1148,
1,Men,Recurve,50+,Hereford / Bristol I,311,
2,Men,Recurve,50+,Hereford / Bristol I,436,
3,Men,Recurve,50+,Hereford / Bristol I,581,
4,Men,Recurve,50+,Hereford / Bristol I,732,
5,Men,Recurve,50+,Hereford / Bristol I,873,
6,Men,Recurve,50+,Hereford / Bristol I,993,
7,Men,Recurve,50+,Hereford / Bristol I,1089,
8,Men,Recurve,50+,Hereford / Bristol I,1165,
9,Men,Recurve,50+,Hereford / Bristol I,1222,
1,Men,Recurve,50+,Bristol II,462,
2,Men,Recurve,50+,Bristol II,613,
3,Men,Recurve,50+,Bristol II,766,
4,Men,Recurve,50+,Bristol II,905,
5,Men,Recurve,50+,Bristol II,1019,
1,Men,Recurve,50+,Bristol III,616,
2,Men,Recurve,50+,Bristol III,767,
3,Men,Recurve,50+,Bristol III,905,
4,Men,Recurve,50+,Bristol III,1019,
1,Men,Recurve,50+,Bristol IV,802,
2,Men,Recurve,50+,Bristol IV,933,
3,Men,Recurve,50+,Bristol IV,1041,
1,Men,Recurve,50+,Bristol V,1001,
2,Men,Recurve,50+,Bristol V,1094,
1,Men,Recurve,50+,St. George,176,
2,Men,Recurve,50+,St. George,254,
3,Men,Recurve,50+,St. George,351,
4,Men,Recurve,50+,St. George,460,
5,Men,Recurve,50+,St. George,570,
6,Men,Recurve,50+,St. George,671,
1,Men,Recurve,50+,Albion / Long Windsor,269,
2,Men,Recurve,50+,Albion / Long Windsor,371,
3,Men,Recurve,50+,Albion / Long Windsor,482,
4,Men,Recurve,50+,Albion / Long Windsor,592,
5,Men,Recurve,50+,Albion / Long Windsor,691,
6,Men,Recurve,50+,Albion / Long Windsor,774,
1,Men,Recurve,50+,Windsor,384,
2,Men,Recurve,50+,Windsor,498,
3,Men,Recurve,50+,Windsor,610,
4,Men,Recurve,50+,Windsor,707,
5,Men,Recurve,50+,Windsor,788,
1,Men,Recurve,50+,Windsor 50,508,
2,Men,Recurve,50+,Windsor 50,617,
3,Men,Recurve,50+,Windsor 50,713,
4,Men,Recurve,50+,Windsor 50,792,
1,Men,Recurve,50+,Windsor 40,652,
2,Men,Recurve,50+,Windsor 40,741,
3,Men,Recurve,50+,Windsor 40,814,
1,Men,Recurve,50+,Windsor 30,800,
2,Men,Recurve,50+,Windsor 30,857,
1,Men,Recurve,50+,New Western,111,
2,Men,Recurve,50+,New Western,168,
3,Men,Recurve,50+,New Western,244,
4,Men,Recurve,50+,New Western,337,
5,Men,Recurve,50+,New Western,441,
6,Men,Recurve,50+,New Western,541,
1,Men,Recurve,50+,Long Western,193,
2,Men,Recurve,50+,Long Western,275,
3,Men,Recurve,50+,Long Western,372,
4,Men,Recurve,50+,Long Western,475,
5,Men,Recurve,50+,Long Western,571,
6,Men,Recurve,50+,Long Western,654,
1,Men,Recurve,50+,Western,289,
2,Men,Recurve,50+,Western,391,
3,Men,Recurve,50+,Western,495,
4,Men,Recurve,50+,Western,591,
5,Men,Recurve,50+,Western,670,
1,Men,Recurve,50+,Western 50,389,
2,Men,Recurve,50+,Western 50,493,
3,Men,Recurve,50+,Western 50,588,
4,Men,Recurve,50+,Western 50,668,
1,Men,Recurve,50+,Western 40,512,
2,Men,Recurve,50+,Western 40,604,
3,Men,Recurve,50+,Western 40,680,
1,Men,Recurve,50+,Western 30,647,
2,Men,Recurve,50+,Western 30,714,
1,Men,Recurve,50+,American,320,
2,Men,Recurve,50+,American,415,
3,Men,Recurve,50+,American,508,
4,Men,Recurve,50+,American,590,
5,Men,Recurve,50+,American,656,
1,Men,Recurve,50+,St. Nicholas,440,
2,Men,Recurve,50+,St. Nicholas,521,
3,Men,Recurve,50+,St. Nicholas,590,
1,Men,Recurve,50+,New National,77,
2,Men,Recurve,50+,New National,116,
3,Men,Recurve,50+,New National,170,
4,Men,Recurve,50+,New National,238,
5,Men,Recurve,50+,New National,315,
6,Men,Recurve,50+,New National,392,
1,Men,Recurve,50+,Long National,132,
2,Men,Recurve,50+,Long National,190,
3,Men,Recurve,50+,Long National,260,
4,Men,Recurve,50+,Long National,337,
5,Men,Recurve,50+,Long National,412,
6,Men,Recurve,50+,Long National,477,
1,Men,Recurve,50+,National,207,
2,Men,Recurve,50+,National,281,
3,Men,Recurve,50+,National,360,
4,Men,Recurve,50+,National,433,
5,Men,Recurve,50+,National,495,
1,Men,Recurve,50+,National 50,278,
2,Men,Recurve,50+,National 50,356,
3,Men,Recurve,50+,National 50,430,
4,Men,Recurve,50+,National 50,491,
1,Men,Recurve,50+,National 40,367,
2,Men,Recurve,50+,National 40,439,
3,Men,Recurve,50+,National 40,499,
1,Men,Recurve,50+,National 30,468,
2,Men,Recurve,50+,National 30,522,
1,Men,Recurve,50+,New Warwick,56,
2,Men,Recurve,50+,New Warwick,84,
3,Men,Recurve,50+,New Warwick,122,
4,Men,Recurve,50+,New Warwick,169,
5,Men,Recurve,50+,New Warwick,221,
6,Men,Recurve,50+,New Warwick,271,
1,Men,Recurve,50+,Long Warwick,97,
2,Men,Recurve,50+,Long Warwick,138,
3,Men,Recurve,50+,Long Warwick,186,
4,Men,Recurve,50+,Long Warwick,238,
5,Men,Recurve,50+,Long Warwick,286,
6,Men,Recurve,50+,Long Warwick,327,
1,Men,Recurve,50+,Warwick,145,
2,Men,Recurve,50+,Warwick,196,
3,Men,Recurve,50+,Warwick,248,
4,Men,Recurve,50+,Warwick,296,
5,Men,Recurve,50+,Warwick,335,
1,Men,Recurve,50+,Warwick 50,195,
2,Men,Recurve,50+,Warwick 50,247,
3,Men,Recurve,50+,Warwick 50,294,
4,Men,Recurve,50+,Warwick 50,334,
1,Men,Recurve,50+,Warwick 40,256,
2,Men,Recurve,50+,Warwick 40,302,
3,Men,Recurve,50+,Warwick 40,340,
1,Men,Recurve,50+,Warwick 30,324,
2,Men,Recurve,50+,Warwick 30,357,
1,Men,Recurve,50+,WA 1440 (90m),313,
2,Men,Recurve,50+,WA 1440 (90m),435,
3,Men,Recurve,50+,WA 1440 (90m),577,
4,Men,Recurve,50+,WA 1440 (90m),728,
5,Men,Recurve,50+,WA 1440 (90m),877,
6,Men,Recurve,50+,WA 1440 (90m),1008,
7,Men,Recurve,50+,WA 1440 (90m),1117,
8,Men,Recurve,50+,WA 1440 (90m),1203,
9,Men,Recurve,50+,WA 1440 (90m),1270,
1,Men,Recurve,50+,WA 1440 (70m) / Metric I,364,
2,Men,Recurve,50+,WA 1440 (70m) / Metric I,503,
3,Men,Recurve,50+,WA 1440 (70m) / Metric I,659,
4,Men,Recurve,50+,WA 1440 (70m) / Metric I,817,
5,Men,Recurve,50+,WA 1440 (70m) / Metric I,960,
6,Men,Recurve,50+,WA 1440 (70m) / Metric I,1079,
7,Men,Recurve,50+,WA 1440 (70m) / Metric I,1173,
8,Men,Recurve,50+,WA 1440 (70m) / Metric I,1247,
9,Men,Recurve,50+,WA 1440 (70m) / Metric I,1305,
1,Men,Recurve,50+,WA 1440 (60m) / Metric II,453,
2,Men,Recurve,50+,WA 1440 (60m) / Metric II,611,
3,Men,Recurve,50+,WA 1440 (60m) / Metric II,776,
4,Men,Recurve,50+,WA 1440 (60m) / Metric II,927,
5,Men,Recurve,50+,WA 1440 (60m) / Metric II,1052,
1,Men,Recurve,50+,Metric III,658,
2,Men,Recurve,50+,Metric III,817,
3,Men,Recurve,50+,Metric III,960,
4,Men,Recurve,50+,Metric III,1079,
1,Men,Recurve,50+,Metric IV,914,
2,Men,Recurve,50+,Metric IV,1039,
3,Men,Recurve,50+,Metric IV,1141,
1,Men,Recurve,50+,Metric V,1067,
2,Men,Recurve,50+,Metric V,1163,
1,Men,Recurve,50+,Long Metric (Men),101,
2,Men,Recurve,50+,Long Metric (Men),151,
3,Men,Recurve,50+,Long Metric (Men),216,
4,Men,Recurve,50+,Long Metric (Men),293,
5,Men,Recurve,50+,Long Metric (Men),375,
6,Men,Recurve,50+,Long Metric (Men),452,
1,Men,Recurve,50+,Long Metric (Women) / Long Metric I,152,
2,Men,Recurve,50+,Long Metric (Women) / Long Metric I,219,
3,Men,Recurve,50+,Long Metric (Women) / Long Metric I,298,
4,Men,Recurve,50+,Long Metric (Women) / Long Metric I,382,
5,Men,Recurve,50+,Long Metric (Women) / Long Metric I,459,
6,Men,Recurve,50+,Long Metric (Women) / Long Metric I,523,
1,Men,Recurve,50+,Long Metric II,208,
2,Men,Recurve,50+,Long Metric II,286,
3,Men,Recurve,50+,Long Metric II,370,
4,Men,Recurve,50+,Long Metric II,448,
5,Men,Recurve,50+,Long Metric II,514,
1,Men,Recurve,50+,Long Metric III,286,
2,Men,Recurve,50+,Long Metric III,369,
3,Men,Recurve,50+,Long Metric III,447,
4,Men,Recurve,50+,Long Metric III,513,
1,Men,Recurve,50+,Long Metric IV,385,
2,Men,Recurve,50+,Long Metric IV,461,
3,Men,Recurve,50+,Long Metric IV,524,
1,Men,Recurve,50+,Long Metric V,497,
2,Men,Recurve,50+,Long Metric V,553,
1,Men,Recurve,50+,Short Metric / Short Metric I,212,
2,Men,Recurve,50+,Short Metric / Short Metric I,285,
3,Men,Recurve,50+,Short Metric / Short Metric I,361,
4,Men,Recurve,50+,Short Metric / Short Metric I,435,
1,Men,Recurve,50+,Short Metric II,245,
2,Men,Recurve,50+,Short Metric II,326,
3,Men,Recurve,50+,Short Metric II,407,
1,Men,Recurve,50+,Short Metric III,373,
2,Men,Recurve,50+,Short Metric III,448,
1,Men,Recurve,50+,Short Metric IV,529,
1,Men,Recurve,50+,WA Standard Bow,341,
2,Men,Recurve,50+,WA Standard Bow,416,
3,Men,Recurve,50+,WA Standard Bow,485,
4,Men,Recurve,50+,WA Standard Bow,543,
1,Men,Recurve,50+,WA 900,311,
2,Men,Recurve,50+,WA 900,411,
3,Men,Recurve,50+,WA 900,510,
4,Men,Recurve,50+,WA 900,600,
5,Men,Recurve,50+,WA 900,674,
1,Men,Recurve,50+,WA 70m,129,
2,Men,Recurve,50+,WA 70m,190,
3,Men,Recurve,50+,WA 70m,265,
4,Men,Recurve,50+,WA 70m,349,
5,Men,Recurve,50+,WA 70m,431,
6,Men,Recurve,50+,WA 70m,500,
7,Men,Recurve,50+,WA 70m,556,
8,Men,Recurve,50+,WA 70m,599,
9,Men,Recurve,50+,WA 70m,634,
1,Men,Recurve,50+,WA 60m,176,
2,Men,Recurve,50+,WA 60m,248,
3,Men,Recurve,50+,WA 60m,332,
4,Men,Recurve,50+,WA 60m,415,
5,Men,Recurve,50+,WA 60m,487,
6,Men,Recurve,50+,WA 60m,545,
7,Men,Recurve,50+,WA 60m,591,
8,Men,Recurve,50+,WA 60m,627,
9,Men,Recurve,50+,WA 60m,655,
1,Men,Recurve,50+,WA 50m (Barebow) / Metric 122-50,241,
2,Men,Recurve,50+,WA 50m (Barebow) / Metric 122-50,324,
3,Men,Recurve,50+,WA 50m (Barebow) / Metric 122-50,407,
4,Men,Recurve,50+,WA 50m (Barebow) / Metric 122-50,481,
1,Men,Recurve,50+,Metric 122-40,331,
2,Men,Recurve,50+,Metric 122-40,414,
3,Men,Recurve,50+,Metric 122-40,486,
1,Men,Recurve,50+,Metric 122-30,440,
2,Men,Recurve,50+,Metric 122-30,508,
1,Men,Recurve,50+,WA 50m (Compound),127,
2,Men,Recurve,50+,WA 50m (Compound),187,
3,Men,Recurve,50+,WA 50m (Compound),262,
4,Men,Recurve,50+,WA 50m (Compound),347,
1,Men,Recurve,50+,Metric 80-40,192,
2,Men,Recurve,50+,Metric 80-40,269,
3,Men,Recurve,50+,Metric 80-40,353,
1,Men,Recurve,50+,Metric 80-30,298,
2,Men,Recurve,50+,Metric 80-30,382,
1,Men,Recurve,Senior,York,278,
2,Men,Recurve,Senior,York,394,
3,Men,Recurve,Senior,York,534,
4,Men,Recurve,Senior,York,684,
5,Men,Recurve,Senior,York,829,
6,Men,Recurve,Senior,York,957,
7,Men,Recurve,Senior,York,1061,
8,Men,Recurve,Senior,York,1142,
9,Men,Recurve,Senior,York,1205,
1,Men,Recurve,Senior,Hereford / Bristol I,427,
2,Men,Recurve,Senior,Hereford / Bristol I,571,
3,Men,Recurve,Senior,Hereford / Bristol I,721,
4,Men,Recurve,Senior,Hereford / Bristol I,863,
5,Men,Recurve,Senior,Hereford / Bristol I,985,
1,Men,Recurve,Senior,Bristol II,602,
2,Men,Recurve,Senior,Bristol II,755,
3,Men,Recurve,Senior,Bristol II,895,
4,Men,Recurve,Senior,Bristol II,1012,
1,Men,Recurve,Senior,Bristol III,757,
2,Men,Recurve,Senior,Bristol III,895,
3,Men,Recurve,Senior,Bristol III,1012,
1,Men,Recurve,Senior,Bristol IV,924,
2,Men,Recurve,Senior,Bristol IV,1034,
1,Men,Recurve,Senior,Bristol V,1088,
1,Men,Recurve,Senior,St. George,248,
2,Men,Recurve,Senior,St. George,344,
3,Men,Recurve,Senior,St. George,452,
4,Men,Recurve,Senior,St. George,562,
5,Men,Recurve,Senior,St. George,665,
6,Men,Recurve,Senior,St. George,752,
1,Men,Recurve,Senior,Albion / Long Windsor,363,
2,Men,Recurve,Senior,Albion / Long Windsor,474,
3,Men,Recurve,Senior,Albion / Long Windsor,585,
4,Men,Recurve,Senior,Albion / Long Windsor,685,
5,Men,Recurve,Senior,Albion / Long Windsor,769,
1,Men,Recurve,Senior,Windsor,490,
2,Men,Recurve,Senior,Windsor,602,
3,Men,Recurve,Senior,Windsor,701,
4,Men,Recurve,Senior,Windsor,782,
1,Men,Recurve,Senior,Windsor 50,610,
2,Men,Recurve,Senior,Windsor 50,707,
3,Men,Recurve,Senior,Windsor 50,787,
1,Men,Recurve,Senior,Windsor 40,735,
2,Men,Recurve,Senior,Windsor 40,809,
1,Men,Recurve,Senior,Windsor 30,854,
1,Men,Recurve,Senior,New Western,163,
2,Men,Recurve,Senior,New Western,238,
3,Men,Recurve,Senior,New Western,330,
4,Men,Recurve,Senior,New Western,433,
5,Men,Recurve,Senior,New Western,535,
6,Men,Recurve,Senior,New Western,623,
1,Men,Recurve,Senior,Long Western,269,
2,Men,Recurve,Senior,Long Western,365,
3,Men,Recurve,Senior,Long Western,468,
4,Men,Recurve,Senior,Long Western,565,
5,Men,Recurve,Senior,Long Western,648,
1,Men,Recurve,Senior,Western,383,
2,Men,Recurve,Senior,Western,488,
3,Men,Recurve,Senior,Western,584,
4,Men,Recurve,Senior,Western,665,
1,Men,Recurve,Senior,Western 50,486,
2,Men,Recurve,Senior,Western 50,582,
3,Men,Recurve,Senior,Western 50,663,
1,Men,Recurve,Senior,Western 40,598,
2,Men,Recurve,Senior,Western 40,675,
1,Men,Recurve,Senior,Western 30,710,
1,Men,Recurve,Senior,American,408,
2,Men,Recurve,Senior,American,502,
3,Men,Recurve,Senior,American,584,
4,Men,Recurve,Senior,American,652,
1,Men,Recurve,Senior,St. Nicholas,516,
2,Men,Recurve,Senior,St. Nicholas,585,
1,Men,Recurve,Senior,New National,113,
2,Men,Recurve,Senior,New National,166,
3,Men,Recurve,Senior,New National,233,
4,Men,Recurve,Senior,New National,309,
5,Men,Recurve,Senior,New National,386,
6,Men,Recurve,Senior,New National,456,
1,Men,Recurve,Senior,Long National,185,
2,Men,Recurve,Senior,Long National,255,
3,Men,Recurve,Senior,Long National,332,
4,Men,Recurve,Senior,Long National,407,
5,Men,Recurve,Senior,Long National,473,
1,Men,Recurve,Senior,National,276,
2,Men,Recurve,Senior,National,354,
3,Men,Recurve,Senior,National,428,
4,Men,Recurve,Senior,National,491,
1,Men,Recurve,Senior,National 50,350,
2,Men,Recurve,Senior,National 50,425,
3,Men,Recurve,Senior,National 50,487,
1,Men,Recurve,Senior,National 40,434,
2,Men,Recurve,Senior,National 40,495,
1,Men,Recurve,Senior,National 30,519,
1,Men,Recurve,Senior,New Warwick,82,
2,Men,Recurve,Senior,New Warwick,119,
3,Men,Recurve,Senior,New Warwick,165,
4,Men,Recurve,Senior,New Warwick,217,
5,Men,Recurve,Senior,New Warwick,268,
6,Men,Recurve,Senior,New Warwick,312,
1,Men,Recurve,Senior,Long Warwick,135,
2,Men,Recurve,Senior,Long Warwick,183,
3,Men,Recurve,Senior,Long Warwick,234,
4,Men,Recurve,Senior,Long Warwick,283,
5,Men,Recurve,Senior,Long Warwick,324,
1,Men,Recurve,Senior,Warwick,192,
2,Men,Recurve,Senior,Warwick,244,
3,Men,Recurve,Senior,Warwick,292,
4,Men,Recurve,Senior,Warwick,333,
1,Men,Recurve,Senior,Warwick 50,243,
2,Men,Recurve,Senior,Warwick 50,291,
3,Men,Recurve,Senior,Warwick 50,332,
1,Men,Recurve,Senior,Warwick 40,299,
2,Men,Recurve,Senior,Warwick 40,338,
1,Men,Recurve,Senior,Warwick 30,355,
1,Men,Recurve,Senior,WA 1440 (90m),426,
2,Men,Recurve,Senior,WA 1440 (90m),566,
3,Men,Recurve,Senior,WA 1440 (90m),717,
4,Men,Recurve,Senior,WA 1440 (90m),866,
5,Men,Recurve,Senior,WA 1440 (90m),999,
6,Men,Recurve,Senior,WA 1440 (90m),1110,
7,Men,Recurve,Senior,WA 1440 (90m),1197,
8,Men,Recurve,Senior,WA 1440 (90m),1266,
9,Men,Recurve,Senior,WA 1440 (90m),1320,
1,Men,Recurve,Senior,WA 1440 (70m) / Metric I,493,
2,Men,Recurve,Senior,WA 1440 (70m) / Metric I,648,
3,Men,Recurve,Senior,WA 1440 (70m) / Metric I,806,
4,Men,Recurve,Senior,WA 1440 (70m) / Metric I,951,
5,Men,Recurve,Senior,WA 1440 (70m) / Metric I,1071,
1,Men,Recurve,Senior,WA 1440 (60m) / Metric II,599,
2,Men,Recurve,Senior,WA 1440 (60m) / Metric II,764,
3,Men,Recurve,Senior,WA 1440 (60m) / Metric II,917,
4,Men,Recurve,Senior,WA 1440 (60m) / Metric II,1044,
1,Men,Recurve,Senior,Metric III,806,
2,Men,Recurve,Senior,Metric III,950,
3,Men,Recurve,Senior,Metric III,1071,
1,Men,Recurve,Senior,Metric IV,1030,
2,Men,Recurve,Senior,Metric IV,1134,
1,Men,Recurve,Senior,Metric V,1157,
1,Men,Recurve,Senior,Long Metric (Men),147,
2,Men,Recurve,Senior,Long Metric (Men),211,
3,Men,Recurve,Senior,Long Metric (Men),288,
4,Men,Recurve,Senior,Long Metric (Men),370,
5,Men,Recurve,Senior,Long Metric (Men),447,
6,Men,Recurve,Senior,Long Metric (Men),513,
1,Men,Recurve,Senior,Long Metric (Women) / Long Metric I,214,
2,Men,Recurve,Senior,Long Metric (Women) / Long Metric I,293,
3,Men,Recurve,Senior,Long Metric (Women) / Long Metric I,376,
4,Men,Recurve,Senior,Long Metric (Women) / Long Metric I,454,
5,Men,Recurve,Senior,Long Metric (Women) / Long Metric I,519,
1,Men,Recurve,Senior,Long Metric II,280,
2,Men,Recurve,Senior,Long Metric II,364,
3,Men,Recurve,Senior,Long Metric II,443,
4,Men,Recurve,Senior,Long Metric II,509,
1,Men,Recurve,Senior,Long Metric III,363,
2,Men,Recurve,Senior,Long Metric III,442,
3,Men,Recurve,Senior,Long Metric III,509,
1,Men,Recurve,Senior,Long Metric IV,456,
2,Men,Recurve,Senior,Long Metric IV,520,
1,Men,Recurve,Senior,Long Metric V,549,
1,Men,Recurve,Senior,Short Metric / Short Metric I,279,
2,Men,Recurve,Senior,Short Metric / Short Metric I,356,
3,Men,Recurve,Senior,Short Metric / Short Metric I,430,
1,Men,Recurve,Senior,Short Metric II,320,
2,Men,Recurve,Senior,Short Metric II,401,
1,Men,Recurve,Senior,Short Metric III,443,
1,Men,Recurve,Senior,WA Standard Bow,411,
2,Men,Recurve,Senior,WA Standard Bow,480,
3,Men,Recurve,Senior,WA Standard Bow,539,
1,Men,Recurve,Senior,WA 900,403,
2,Men,Recurve,Senior,WA 900,504,
3,Men,Recurve,Senior,WA 900,594,
4,Men,Recurve,Senior,WA 900,669,
1,Men,Recurve,Senior,WA 70m,185,
2,Men,Recurve,Senior,WA 70m,259,
3,Men,Recurve,Senior,WA 70m,343,
4,Men,Recurve,Senior,WA 70m,425,
5,Men,Recurve,Senior,WA 70m,496,
6,Men,Recurve,Senior,WA 70m,552,
7,Men,Recurve,Senior,WA 70m,597,
8,Men,Recurve,Senior,WA 70m,631,
9,Men,Recurve,Senior,WA 70m,659,
1,Men,Recurve,Senior,WA 60m,243,
2,Men,Recurve,Senior,WA 60m,326,
3,Men,Recurve,Senior,WA 60m,409,
4,Men,Recurve,Senior,WA 60m,482,
1,Men,Recurve,Senior,WA 50m (Barebow) / Metric 122-50,318,
2,Men,Recurve,Senior,WA 50m (Barebow) / Metric 122-50,402,
3,Men,Recurve,Senior,WA 50m (Barebow) / Metric 122-50,476,
1,Men,Recurve,Senior,Metric 122-40,408,
2,Men,Recurve,Senior,Metric 122-40,481,
1,Men,Recurve,Senior,Metric 122-30,504,
1,Men,Recurve,Senior,WA 50m (Compound),182,
2,Men,Recurve,Senior,WA 50m (Compound),257,
3,Men,Recurve,Senior,WA 50m (Compound),341,
1,Men,Recurve,Senior,Metric 80-40,263,
2,Men,Recurve,Senior,Metric 80-40,347,
1,Men,Recurve,Senior,Metric 80-30,376,
1,Men,Recurve,U21,York,194,
2,Men,Recurve,U21,York,285,
3,Men,Recurve,U21,York,404,
4,Men,Recurve,U21,York,544,
5,Men,Recurve,U21,York,694,
6,Men,Recurve,U21,York,839,
7,Men,Recurve,U21,York,965,
8,Men,Recurve,U21,York,1067,
9,Men,Recurve,U21,York,1148,
1,Men,Recurve,U21,Hereford / Bristol I,311,
2,Men,Recurve,U21,Hereford / Bristol I,436,
3,Men,Recurve,U21,Hereford / Bristol I,581,
4,Men,Recurve,U21,Hereford / Bristol I,732,
5,Men,Recurve,U21,Hereford / Bristol I,873,
1,Men,Recurve,U21,Bristol II,462,
2,Men,Recurve,U21,Bristol II,613,
3,Men,Recurve,U21,Bristol II,766,
4,Men,Recurve,U21,Bristol II,905,
1,Men,Recurve,U21,Bristol III,616,
2,Men,Recurve,U21,Bristol III,767,
3,Men,Recurve,U21,Bristol III,905,
1,Men,Recurve,U21,Bristol IV,802,
2,Men,Recurve,U21,Bristol IV,933,
1,Men,Recurve,U21,Bristol V,1001,
1,Men,Recurve,U21,St. George,176,
2,Men,Recurve,U21,St. George,254,
3,Men,Recurve,U21,St. George,351,
4,Men,Recurve,U21,St. George,460,
5,Men,Recurve,U21,St. George,570,
6,Men,Recurve,U21,St. George,671,
1,Men,Recurve,U21,Albion / Long Windsor,269,
2,Men,Recurve,U21,Albion / Long Windsor,371,
3,Men,Recurve,U21,Albion / Long Windsor,482,
4,Men,Recurve,U21,Albion / Long Windsor,592,
5,Men,Recurve,U21,Albion / Long Windsor,691,
1,Men,Recurve,U21,Windsor,384,
2,Men,Recurve,U21,Windsor,498,
3,Men,Recurve,U21,Windsor,610,
4,Men,Recurve,U21,Windsor,707,
1,Men,Recurve,U21,Windsor 50,508,
2,Men,Recurve,U21,Windsor 50,617,
3,Men,Recurve,U21,Windsor 50,713,
1,Men,Recurve,U21,Windsor 40,652,
2,Men,Recurve,U21,Windsor 40,741,
1,Men,Recurve,U21,Windsor 30,800,
1,Men,Recurve,U21,New Western,111,
2,Men,Recurve,U21,New Western,168,
3,Men,Recurve,U21,New Western,244,
4,Men,Recurve,U21,New Western,337,
5,Men,Recurve,U21,New Western,441,
6,Men,Recurve,U21,New Western,541,
1,Men,Recurve,U21,Long Western,193,
2,Men,Recurve,U21,Long Western,275,
3,Men,Recurve,U21,Long Western,372,
4,Men,Recurve,U21,Long Western,475,
5,Men,Recurve,U21,Long Western,571,
1,Men,Recurve,U21,Western,289,
2,Men,Recurve,U21,Western,391,
3,Men,Recurve,U21,Western,495,
4,Men,Recurve,U21,Western,591,
1,Men,Recurve,U21,Western 50,389,
2,Men,Recurve,U21,Western 50,493,
3,Men,Recurve,U21,Western 50,588,
1,Men,Recurve,U21,Western 40,512,
2,Men,Recurve,U21,Western 40,604,
1,Men,Recurve,U21,Western 30,647,
1,Men,Recurve,U21,American,320,
2,Men,Recurve,U21,American,415,
3,Men,Recurve,U21,American,508,
4,Men,Recurve,U21,American,590,
1,Men,Recurve,U21,St. Nicholas,440,
2,Men,Recurve,U21,St. Nicholas,521,
1,Men,Recurve,U21,New National,77,
2,Men,Recurve,U21,New National,116,
3,Men,Recurve,U21,New National,170,
4,Men,Recurve,U21,New National,238,
5,Men,Recurve,U21,New National,315,
6,Men,Recurve,U21,New National,392,
1,Men,Recurve,U21,Long National,132,
2,Men,Recurve,U21,Long National,190,
3,Men,Recurve,U21,Long National,260,
4,Men,Recurve,U21,Long National,337,
5,Men,Recurve,U21,Long National,412,
1,Men,Recurve,U21,National,207,
2,Men,Recurve,U21,National,281,
3,Men,Recurve,U21,National,360,
4,Men,Recurve,U21,National,433,
1,Men,Recurve,U21,National 50,278,
2,Men,Recurve,U21,National 50,356,
3,Men,Recurve,U21,National 50,430,
1,Men,Recurve,U21,National 40,367,
2,Men,Recurve,U21,National 40,439,
1,Men,Recurve,U21,National 30,468,
1,Men,Recurve,U21,New Warwick,56,
2,Men,Recurve,U21,New Warwick,84,
3,Men,Recurve,U21,New Warwick,122,
4,Men,Recurve,U21,New Warwick,169,
5,Men,Recurve,U21,New Warwick,221,
6,Men,Recurve,U21,New Warwick,271,
1,Men,Recurve,U21,Long Warwick,97,
2,Men,Recurve,U21,Long Warwick,138,
3,Men,Recurve,U21,Long Warwick,186,
4,Men,Recurve,U21,Long Warwick,238,
5,Men,Recurve,U21,Long Warwick,286,
1,Men,Recurve,U21,Warwick,145,
2,Men,Recurve,U21,Warwick,196,
3,Men,Recurve,U21,Warwick,248,
4,Men,Recurve,U21,Warwick,296,
1,Men,Recurve,U21,Warwick 50,195,
2,Men,Recurve,U21,Warwick 50,247,
3,Men,Recurve,U21,Warwick 50,294,
1,Men,Recurve,U21,Warwick 40,256,
2,Men,Recurve,U21,Warwick 40,302,
1,Men,Recurve,U21,Warwick 30,324,
1,Men,Recurve,U21,WA 1440 (90m),313,
2,Men,Recurve,U21,WA 1440 (90m),435,
3,Men,Recurve,U21,WA 1440 (90m),577,
4,Men,Recurve,U21,WA 1440 (90m),728,
5,Men,Recurve,U21,WA 1440 (90m),877,
6,Men,Recurve,U21,WA 1440 (90m),1008,
7,Men,Recurve,U21,WA 1440 (90m),1117,
8,Men,Recurve,U21,WA 1440 (90m),1203,
9,Men,Recurve,U21,WA 1440 (90m),1270,
1,Men,Recurve,U21,WA 1440 (70m) / Metric I,364,
2,Men,Recurve,U21,WA 1440 (70m) / Metric I,503,
3,Men,Recurve,U21,WA 1440 (70m) / Metric I,659,
4,Men,Recurve,U21,WA 1440 (70m) / Metric I,817,
5,Men,Recurve,U21,WA 1440 (70m) / Metric I,960,
1,Men,Recurve,U21,WA 1440 (60m) / Metric II,453,
2,Men,Recurve,U21,WA 1440 (60m) / Metric II,611,
3,Men,Recurve,U21,WA 1440 (60m) / Metric II,776,
4,Men,Recurve,U21,WA 1440 (60m) / Metric II,927,
1,Men,Recurve,U21,Metric III,658,
2,Men,Recurve,U21,Metric III,817,
3,Men,Recurve,U21,Metric III,960,
1,Men,Recurve,U21,Metric IV,914,
2,Men,Recurve,U21,Metric IV,1039,
1,Men,Recurve,U21,Metric V,1067,
1,Men,Recurve,U21,Long Metric (Men),101,
2,Men,Recurve,U21,Long Metric (Men),151,
3,Men,Recurve,U21,Long Metric (Men),216,
4,Men,Recurve,U21,Long Metric (Men),293,
5,Men,Recurve,U21,Long Metric (Men),375,
